kWp,battery,NPV,peak_ratio,filtered,best_battery
23.4,BAT-30,588613233.4412928,2.405965562209006,ok,False
23.4,BAT-31,588613233.4412928,2.405965562209006,ok,False
23.4,BAT-32,588613233.4412928,2.405965562209006,ok,False
24.0,None,529606354.59633005,2.4204178340517237,ok,False
24.0,BAT-5,550448166.1205225,2.4204178340517237,ok,False
24.0,BAT-10,570395895.1017612,2.4204178340517237,ok,False
24.0,BAT-15,590104992.4891837,2.4204178340517237,ok,False
24.0,BAT-20,595094035.4024138,2.4204178340517237,ok,True
24.0,BAT-21,595094035.4024138,2.4204178340517237,ok,False
24.0,BAT-22,595094035.4024138,2.4204178340517237,ok,False
24.0,BAT-23,595094035.4024138,2.4204178340517237,ok,False
24.0,BAT-24,595094035.4024138,2.4204178340517237,ok,False
24.0,BAT-25,595094035.4024138,2.4204178340517237,ok,False
24.0,BAT-26,595094035.4024137,2.4204178340517237,ok,False
24.0,BAT-27,595094035.4024137,2.4204178340517237,ok,False
24.0,BAT-28,595094035.4024137,2.4204178340517237,ok,False
24.0,BAT-29,595094035.4024137,2.4204178340517237,ok,False
24.0,BAT-30,595094035.4024137,2.4204178340517237,ok,False
24.0,BAT-31,595094035.4024137,2.4204178340517237,ok,False
24.0,BAT-32,595094035.4024137,2.4204178340517237,ok,False
25.2,N/A,,2.591039836225084,peak_ratio,
26.4,N/A,,2.7144226855691356,peak_ratio,
27.0,N/A,,2.7761141102411617,peak_ratio,
27.6,N/A,,2.8378055349131874,peak_ratio,
28.8,N/A,,2.9611883842572384,peak_ratio,
29.4,N/A,,3.0228798089292646,peak_ratio,
30.0,N/A,,3.0845712336012903,peak_ratio,
