scan_order,candidate_key,kWp,battery,NPV_COP,payback_years,capex_client,self_consumption_ratio,self_sufficiency_ratio,annual_import_kwh,annual_export_kwh,peak_ratio,best_battery_for_kwp
74,15.600::BAT-22,15.6,BAT-22,43244131.860889636,3.0,63960000.0,0.979114620511365,0.979114620511365,512.1095050613292,472.93202606306727,1.6039770455372122,False
75,15.600::BAT-23,15.6,BAT-23,43244131.860889636,3.0,63960000.0,0.979114620511365,0.979114620511365,512.1095050613292,472.9320260630675,1.6039770455372122,False
76,15.600::BAT-24,15.6,BAT-24,43244131.860889636,3.0,63960000.0,0.979114620511365,0.979114620511365,512.1095050613292,472.9320260630672,1.6039770455372122,False
77,15.600::BAT-25,15.6,BAT-25,43244131.860889636,3.0,63960000.0,0.979114620511365,0.979114620511365,512.1095050613292,472.93202606306676,1.6039770455372122,False
78,15.600::BAT-26,15.6,BAT-26,43244131.860889636,3.0,63960000.0,0.979114620511365,0.979114620511365,512.1095050613292,472.9320260630651,1.6039770455372122,False
72,15.600::BAT-20,15.6,BAT-20,43236383.515562184,3.0,63960000.0,0.9789460617304803,0.9789460617304803,516.2425663686226,472.9320260630669,1.6039770455372122,False
73,15.600::BAT-21,15.6,BAT-21,43236383.515562184,3.0,63960000.0,0.9789460617304803,0.9789460617304803,516.2425663686226,472.93202606306727,1.6039770455372122,False
71,15.600::BAT-15,15.6,BAT-15,42558776.28708801,3.0,63960000.0,0.9700916148057834,0.9700916148057833,733.353604962194,714.1665133892581,1.6039770455372122,False
70,15.600::BAT-10,15.6,BAT-10,37191273.857441686,3.1666666666666665,63960000.0,0.9102315731067677,0.9102315731067678,2201.121827422053,2345.020093900212,1.6039770455372122,False
69,15.600::BAT-5,15.6,BAT-5,31242689.208028175,3.4166666666666665,63960000.0,0.8466864289162644,0.8466864289162644,3759.248762973197,4076.2722445125946,1.6039770455372122,False
68,15.600::None,15.6,None,23843086.081083935,3.6666666666666665,63960000.0,0.7676964833149036,0.7676964833149035,5696.082229118566,6228.309429118562,1.6039770455372122,False
99,16.200::BAT-30,16.2,BAT-30,42920840.86333761,3.0833333333333335,66420000.0,0.9932216672686236,0.9932216672686236,166.2047185733505,1044.231544219672,1.6656684703655666,True
100,16.200::BAT-31,16.2,BAT-31,42920840.863337606,3.0833333333333335,66420000.0,0.9932216672686236,0.9932216672686236,166.2047185733505,1044.231544219671,1.6656684703655666,False
101,16.200::BAT-32,16.2,BAT-32,42920840.863337606,3.0833333333333335,66420000.0,0.9932216672686236,0.9932216672686236,166.2047185733505,1044.231544219674,1.6656684703655666,False
98,16.200::BAT-29,16.2,BAT-29,42920317.574080616,3.0833333333333335,66420000.0,0.9932216672686236,0.9932216672686236,166.2047185733505,1044.231544219672,1.6656684703655666,False
93,16.200::BAT-24,16.2,BAT-24,42907795.46430397,3.0833333333333335,66420000.0,0.9932216672686236,0.9932216672686236,166.2047185733505,1058.5354533947286,1.6656684703655666,False
94,16.200::BAT-25,16.2,BAT-25,42907795.46430397,3.0833333333333335,66420000.0,0.9932216672686236,0.9932216672686236,166.2047185733505,1058.5354533947286,1.6656684703655666,False
95,16.200::BAT-26,16.2,BAT-26,42907795.46430397,3.0833333333333335,66420000.0,0.9932216672686236,0.9932216672686236,166.2047185733505,1058.5354533947286,1.6656684703655666,False
96,16.200::BAT-27,16.2,BAT-27,42906362.66457184,3.0833333333333335,66420000.0,0.9932216672686236,0.9932216672686236,166.2047185733505,1046.546810598065,1.6656684703655666,False
97,16.200::BAT-28,16.2,BAT-28,42906085.95993537,3.0833333333333335,66420000.0,0.9932216672686236,0.9932216672686236,166.2047185733505,1044.231544219672,1.6656684703655666,False
89,16.200::BAT-20,16.2,BAT-20,42902165.86871556,3.0833333333333335,66420000.0,0.9932216672686236,0.9932216672686236,166.2047185733505,1058.5354533947286,1.6656684703655666,False
90,16.200::BAT-21,16.2,BAT-21,42902165.86871556,3.0833333333333335,66420000.0,0.9932216672686236,0.9932216672686236,166.2047185733505,1058.5354533947293,1.6656684703655666,False
91,16.200::BAT-22,16.2,BAT-22,42901761.35039691,3.0833333333333335,66420000.0,0.9932216672686236,0.9932216672686236,166.2047185733505,1058.535453394729,1.6656684703655666,False
92,16.200::BAT-23,16.2,BAT-23,42901761.35039691,3.0833333333333335,66420000.0,0.9932216672686236,0.9932216672686236,166.2047185733505,1058.5354533947277,1.6656684703655666,False
88,16.200::BAT-15,16.2,BAT-15,41673563.81486344,3.0833333333333335,66420000.0,0.9781230075643528,0.9781230075643528,536.4238545220709,1469.8900488933075,1.6656684703655666,False
